"month_end","cost_group","activity","fault","place_ranking","movement_ranking","onf_desc","zone","cost","id"
2012-12-01,"VG","VEGETATION","GRASSMOW","P5","M5","Rural Roads","Queen Charlotte",270,14730
2013-02-01,"VG","VEGETATION","GRASSMOW","P5","M5","Rural Roads","Queen Charlotte",270,14731
2013-03-01,"VG","VEGETATION","CHEMCNTRL","P5","M5","Rural Roads","Queen Charlotte",270,14732
2013-05-01,"PA","UNSEALED","SHAPE","P5","M5","Rural Roads","Queen Charlotte",81,14733
2013-07-01,"VG","VEGETATION","CHEMCNTRL","P5","M5","Rural Roads","Queen Charlotte",405,14734
2014-01-01,"VG","VEGETATION","CHEMCNTRL","P5","M5","Rural Roads","Queen Charlotte",1360,14735
2014-05-01,"VG","VEGETATION","GRASSMOW","P5","M5","Rural Roads","Queen Charlotte",337.5,14736
2014-11-01,"VG","VEGETATION","GRASSMOW","P5","M5","Rural Roads","Queen Charlotte",487.5,14737
2015-11-01,"VG","VEGETATION","GRASSMOW","P5","M5","Rural Roads","Queen Charlotte",337.5,14738
2021-04-01,"VG","VEGETATION","VEGCNTRL4A","P5","M5","Rural Roads","Queen Charlotte",135,14739
2023-06-01,"VG","VEGETATION","VEGCNTRL4","P5","M5","Rural Roads","Queen Charlotte",40.5,14740
2021-02-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Queen Charlotte",625,14741
2021-02-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Queen Charlotte",2.5,14742
2022-03-01,"VG","VEGETATION","VEGCNTRL4","P5","M5","Rural Roads","Queen Charlotte",39.9,14743
2020-07-01,"TF","SIGNMAINT","CLEAN","P5","M5","Rural Roads","Queen Charlotte",30,14744
2009-11-01,"EN","EMERGENCY","UNKNOWN","P5","M5","Rural Roads","Queen Charlotte",448.76,14745
2019-05-01,"TF","SIGNMAINT","UPGRADE","P5","M5","Rural Roads","Queen Charlotte",210,14746
2023-01-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Queen Charlotte",20,14747
2010-08-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","Queen Charlotte",30,14748
2010-08-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Queen Charlotte",30,14749
2021-02-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Queen Charlotte",100,14750
2021-05-01,"EN","ENVCLEAN","LITTER","P5","M5","Rural Roads","Queen Charlotte",0.1,14751
2022-04-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","Queen Charlotte",1175,14752
2022-05-01,"DR","SWCMAINT","INAD","P5","M5","Rural Roads","Queen Charlotte",70,14753
2021-02-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Queen Charlotte",60,14754
2021-03-01,"PA","STAB","DEPRESS","P5","M5","Rural Roads","Queen Charlotte",4725,14755
2023-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Queen Charlotte",7.5,14756
2015-03-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","Queen Charlotte",165,14757
2021-03-01,"PA","STAB","DEPRESS","P5","M5","Rural Roads","Queen Charlotte",3780,14758
2019-09-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","Queen Charlotte",66,14759
2010-08-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","Queen Charlotte",30,14760
2019-09-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","Queen Charlotte",66,14761
2015-03-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Queen Charlotte",12,14762
2019-09-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","Queen Charlotte",33,14763
2019-09-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","Queen Charlotte",33,14764
2009-10-01,"VG","VEGETATION","CHEMCNTRL","P5","M5","Rural Roads","Kenepuru",0.4,14765
2010-06-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","Kenepuru",300,14766
2014-04-01,"TF","SIGNMAINT","REALIGN","P5","M5","Rural Roads","Kenepuru",181.77,14767
2014-05-01,"MS","WALLS","UNKNOWN","P5","M5","Rural Roads","Kenepuru",1334.05,14768
2014-09-01,"MS","WALLS","UNKNOWN","P5","M5","Rural Roads","Kenepuru",1165.69,14769
2015-07-01,"TF","MARKING","PAINT","P5","M5","Rural Roads","Kenepuru",649,14770
2016-09-01,"DR","SWSTRUCT","BROKEN","P5","M5","Rural Roads","Kenepuru",4935,14771
2017-04-01,"DR","SWSTRUCT","BROKEN","P5","M5","Rural Roads","Kenepuru",20998.8,14772
2017-07-01,"DR","SWCIMP","SWCNEW","P5","M5","Rural Roads","Kenepuru",14773.95,14773
2017-07-01,"VG","VEGETATION","VEGECNTRL","P5","M5","Rural Roads","Kenepuru",44390.32,14774
2023-09-01,"EN","WINTER","ICE/FROST","P5","M5","Rural Roads","Kenepuru",1300,14775
2010-08-01,"VG","VEGETATION","CHEMCNTRL","P5","M5","Rural Roads","Kenepuru",2473.6,14776
2021-03-01,"VG","VEGETATION","VEGCNTRL5","P5","M5","Rural Roads","Kenepuru",211.62,14777
2021-04-01,"VG","VEGETATION","VEGCNTRL5","P5","M5","Rural Roads","Kenepuru",211.62,14778
2010-11-01,"VG","VEGETATION","GRASSMOW","P5","M5","Rural Roads","Kenepuru",3029.6,14779
2011-01-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","Kenepuru",36012.81,14780
2011-01-01,"VG","VEGETATION","GRASSMOW","P5","M5","Rural Roads","Kenepuru",6059.2,14781
2011-02-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","Kenepuru",28862.51,14782
2011-02-01,"VG","VEGETATION","CHEMCNTRL","P5","M5","Rural Roads","Kenepuru",3029.6,14783
2011-03-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","Kenepuru",7453.57,14784
2011-07-01,"VG","VEGETATION","CHEMCNTRL","P5","M5","Rural Roads","Kenepuru",3029.6,14785
2011-07-01,"VG","VEGETATION","GRASSMOW","P5","M5","Rural Roads","Kenepuru",3029.6,14786
2011-11-01,"VG","VEGETATION","GRASSMOW","P5","M5","Rural Roads","Kenepuru",3029.6,14787
2011-12-01,"VG","VEGETATION","CHEMCNTRL","P5","M5","Rural Roads","Kenepuru",3029.6,14788
2011-12-01,"VG","VEGETATION","GRASSMOW","P5","M5","Rural Roads","Kenepuru",3029.6,14789
2012-03-01,"VG","VEGETATION","GRASSMOW","P5","M5","Rural Roads","Kenepuru",3029.6,14790
2012-06-01,"VG","VEGETATION","CHEMCNTRL","P5","M5","Rural Roads","Kenepuru",3029.6,14791
2012-09-01,"VG","VEGETATION","GRASSMOW","P5","M5","Rural Roads","Kenepuru",3029.6,14792
2012-11-01,"VG","VEGETATION","CHEMCNTRL","P5","M5","Rural Roads","Kenepuru",3029.6,14793
2012-12-01,"VG","VEGETATION","GRASSMOW","P5","M5","Rural Roads","Kenepuru",3029.6,14794
2013-02-01,"VG","VEGETATION","GRASSMOW","P5","M5","Rural Roads","Kenepuru",3029.6,14795
2013-03-01,"VG","VEGETATION","CHEMCNTRL","P5","M5","Rural Roads","Kenepuru",3029.6,14796
2014-01-01,"VG","VEGETATION","CHEMCNTRL","P5","M5","Rural Roads","Kenepuru",18268.76,14797
2014-06-01,"VG","VEGETATION","GRASSMOW","P5","M5","Rural Roads","Kenepuru",9144.02,14798
2015-11-01,"VG","VEGETATION","GRASSMOW","P5","M5","Rural Roads","Kenepuru",3787,14799
2021-03-01,"VG","VEGETATION","VEGCNTRL4","P5","M5","Rural Roads","Kenepuru",454.5,14800
2022-06-01,"VG","VEGETATION","VEGCNTRL4","P5","M5","Rural Roads","Kenepuru",454.5,14801
2023-03-01,"VG","VEGETATION","VEGCNTRL4","P5","M5","Rural Roads","Kenepuru",454.44,14802
2023-11-01,"VG","VEGETATION","VEGCNTRL4","P5","M5","Rural Roads","Kenepuru",454.44,14803
2009-08-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","Kenepuru",1030,14804
2010-10-01,"TF","SIGNMAINT","UPGRADE","P5","M5","Rural Roads","Kenepuru",100,14805
2020-07-01,"TF","EDGEPOST","CLEAN","P5","M5","Rural Roads","Kenepuru",5,14806
2020-09-01,"TF","SIGNMAINT","ILLEGIBLE","P5","M5","Rural Roads","Kenepuru",250,14807
2020-12-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","Kenepuru",427.5,14808
2013-07-01,"TF","SIGNMAINT","PAINT","P5","M5","Rural Roads","Kenepuru",120,14809
2020-09-01,"PA","LEVEL","DEPRESS","P5","M5","Rural Roads","Kenepuru",600,14810
2009-07-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14811
2009-07-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14812
2016-06-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",475,14813
2016-06-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",475,14814
2023-04-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","Kenepuru",1.5,14815
2013-03-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",0.9,14816
2010-02-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","Kenepuru",60,14817
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14818
2016-06-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",475,14819
2009-07-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14820
2015-09-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",475,14821
2023-04-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14822
2023-04-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","Kenepuru",1.5,14823
2023-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14824
2013-02-01,"DR","SWSTRUCT","CULREPAIR","P5","M5","Rural Roads","Kenepuru",7536,14825
2013-05-01,"DR","SWSTRUCT","CULREPAIR","P5","M5","Rural Roads","Kenepuru",1214,14826
2011-08-01,"DR","SWSTRUCT","CULNEW","P5","M5","Rural Roads","Kenepuru",27500,14827
2011-09-01,"DR","SWSTRUCT","CULNEW","P5","M5","Rural Roads","Kenepuru",15717.81,14828
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14829
2020-12-01,"PA","SURFOPEN","TRENCH","P5","M5","Rural Roads","Kenepuru",3150,14830
2023-11-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",100,14831
2023-12-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",100,14832
2023-11-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",200,14833
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14834
2009-07-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14835
2020-12-01,"DR","SWCMAINT","INAD","P5","M5","Rural Roads","Kenepuru",106200,14836
2015-07-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","Kenepuru",33,14837
2023-04-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",7.5,14838
2013-03-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","Kenepuru",33,14839
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14840
2023-04-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14841
2021-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",7.5,14842
2021-04-01,"PA","LEVEL","DEPRESS","P5","M5","Rural Roads","Kenepuru",210,14843
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14844
2023-04-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14845
2011-09-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","Kenepuru",30,14846
2021-04-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",240,14847
2023-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14848
2009-07-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14849
2014-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",192,14850
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14851
2023-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14852
2021-04-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",500,14853
2009-07-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14854
2012-02-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14855
2009-07-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14856
2021-04-01,"PA","LEVEL","DEPRESS","P5","M5","Rural Roads","Kenepuru",350,14857
2021-04-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",360,14858
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14859
2021-07-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",120,14860
2021-04-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",20,14861
2021-04-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",140,14862
2023-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14863
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14864
2021-04-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",1000,14865
2010-11-01,"DR","SWSTRUCT","CULREPAIR","P5","M5","Rural Roads","Kenepuru",1664.28,14866
2023-03-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","Kenepuru",1.5,14867
2021-07-01,"PA","LEVEL","DEPRESS","P5","M5","Rural Roads","Kenepuru",70,14868
2023-04-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14869
2012-02-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14870
2009-07-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14871
2011-06-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","Kenepuru",4502.13,14872
2021-04-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",80,14873
2023-10-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",250,14874
2023-04-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14875
2023-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14876
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14877
2018-03-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","Kenepuru",33,14878
2021-04-01,"PA","LEVEL","DEPRESS","P5","M5","Rural Roads","Kenepuru",1330,14879
2023-04-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14880
2023-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14881
2021-07-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",40,14882
2016-04-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14883
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14884
2009-07-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14885
2021-04-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",340,14886
2023-04-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","Kenepuru",36,14887
2021-04-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",900,14888
2012-02-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14889
2016-04-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14890
2009-07-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14891
2015-07-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",56,14892
2021-05-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14893
2023-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",10,14894
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14895
2023-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",5,14896
2022-05-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","Kenepuru",70500,14897
2023-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14898
2021-04-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",160,14899
2021-04-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",260,14900
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14901
2009-07-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14902
2023-04-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14903
2023-04-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14904
2020-12-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","Kenepuru",666,14905
2017-06-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",550,14906
2012-06-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",5,14907
2016-03-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",475,14908
2016-06-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",475,14909
2017-02-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",50,14910
2018-03-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",32,14911
2016-06-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",475,14912
2016-09-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",50,14913
2017-06-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",550,14914
2023-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14915
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14916
2011-07-01,"DR","SWSTRUCT","CORRODE","P5","M5","Rural Roads","Kenepuru",1320.65,14917
2017-02-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",20,14918
2023-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14919
2016-06-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",475,14920
2009-07-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14921
2021-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",50,14922
2020-07-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","Kenepuru",1.5,14923
2012-02-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14924
2016-09-01,"DR","SWSTRUCT","BLOCKED","P5","M5","Rural Roads","Kenepuru",475,14925
2021-07-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","Kenepuru",7.5,14926
2023-04-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","Kenepuru",36,14927
2015-09-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",475,14928
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14929
2016-03-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",475,14930
2012-02-01,"DR","SWCMAINT","CLEAR","P5","M5","Rural Roads","Kenepuru",100,14931
2016-04-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",475,14932
2016-06-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",475,14933
2016-06-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",475,14934
2017-09-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","Kenepuru",5979,14935
2011-04-01,"PA","LEVEL","UNEVEN","P5","M5","Rural Roads","Kenepuru",6438,14936
2012-02-01,"DR","SWCMAINT","CLEAR","P5","M5","Rural Roads","Kenepuru",50,14937
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14938
2023-04-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14939
2023-04-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","Kenepuru",1.5,14940
2023-04-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","Kenepuru",36,14941
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",200,14942
2011-07-01,"PA","STAB","FATIGCK","P5","M5","Rural Roads","Kenepuru",725,14943
2023-04-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","Kenepuru",16.5,14944
2009-07-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14945
2009-07-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14946
2016-03-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",475,14947
2016-04-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",475,14948
2023-04-01,"DR","SWCMAINT","BLOCKED","P5","M5","Rural Roads","Kenepuru",1.5,14949
2021-04-01,"PA","LEVEL","DEPRESS","P5","M5","Rural Roads","Kenepuru",2205,14950
2023-04-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14951
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14952
2016-06-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",475,14953
2020-07-01,"TF","EDGEPOST","CLEAN","P5","M5","Rural Roads","Kenepuru",5,14954
2020-12-01,"DR","SWCMAINT","INAD","P5","M5","Rural Roads","Kenepuru",49440,14955
2013-03-01,"TF","SIGNMAINT","UPGRADE","P5","M5","Rural Roads","Kenepuru",742.04,14956
2014-01-01,"TF","SIGNMAINT","REALIGN","P5","M5","Rural Roads","Kenepuru",90,14957
2011-05-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","Kenepuru",3034.37,14958
2012-11-01,"TF","SIGNMAINT","CLEAN","P5","M5","Rural Roads","Kenepuru",100,14959
2015-09-01,"TF","SIGNMAINT","CLEAN","P5","M5","Rural Roads","Kenepuru",100,14960
2022-05-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","Kenepuru",35250,14961
2011-03-01,"MS","WALLS","COLLAPSE","P5","M5","Rural Roads","Kenepuru",20000,14962
2011-04-01,"MS","WALLS","COLLAPSE","P5","M5","Rural Roads","Kenepuru",39841.89,14963
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14964
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14965
2021-05-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",1000,14966
2020-07-01,"TF","EDGEPOST","CLEAN","P5","M5","Rural Roads","Kenepuru",5,14967
2021-04-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","Kenepuru",144,14968
2023-04-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14969
2023-03-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14970
2014-09-01,"PA","LEVEL","DEPRESS","P5","M5","Rural Roads","Kenepuru",800,14971
2021-04-01,"PA","LEVEL","DEPRESS","P5","M5","Rural Roads","Kenepuru",1050,14972
2014-09-01,"PA","LEVEL","DEPRESS","P5","M5","Rural Roads","Kenepuru",640,14973
2014-09-01,"PA","LEVEL","DEPRESS","P5","M5","Rural Roads","Kenepuru",400,14974
2014-09-01,"PA","LEVEL","DEPRESS","P5","M5","Rural Roads","Kenepuru",560,14975
2016-04-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14976
2014-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",192,14977
2014-09-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",192,14978
2012-08-01,"SH","SHLDMAINT","SCOUR","P5","M5","Rural Roads","Kenepuru",1035.67,14979
2009-07-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14980
2011-09-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","Kenepuru",30,14981
2010-03-01,"PA","LEVEL","DEPRESS","P5","M5","Rural Roads","Kenepuru",1096,14982
2021-04-01,"SH","SHLDMAINT","EDGEBRK","P5","M5","Rural Roads","Kenepuru",200,14983
2012-02-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14984
2016-04-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14985
2021-04-01,"PA","LEVEL","DEPRESS","P5","M5","Rural Roads","Kenepuru",280,14986
2023-08-01,"PA","POTFILL","HOLES","P5","M5","Rural Roads","Kenepuru",36,14987
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14988
2010-01-01,"EN","EMERGENCY","TREEFALL","P5","M5","Rural Roads","Kenepuru",96,14989
2010-08-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","Kenepuru",12971,14990
2022-05-01,"EN","EMERGENCY","SLIP","P5","M5","Rural Roads","Kenepuru",4700,14991
2009-07-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14992
2021-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14993
2023-07-01,"EN","ENVCLEAN","DETRITUS","P5","M5","Rural Roads","Kenepuru",2.5,14994
2016-09-01,"TF","SIGNMAINT","REALIGN","P5","M5","Rural Roads","Kenepuru",100,14995
2012-02-01,"DR","SWSTRUCT","CLEAR","P5","M5","Rural Roads","Kenepuru",80,14996
